Date,Store,Product,Category,Region,Season,Promo,Epidemic,Weather,Inventory,UnitsSold,UnitsOrdered,Price,Discount,CompPrice,Demand,InvGap,Stockout,Coverage
2023-12-12,S003,P0003,Electronics,East,Winter,1,0,Snowy,121,99,96,68.24,25,78.57,100,21,0,1.21
2023-12-13,S003,P0003,Electronics,East,Winter,0,0,Sunny,118,118,165,96.12,10,112.55,153,-35,1,0.771
2023-12-14,S003,P0003,Electronics,East,Winter,0,0,Cloudy,165,139,138,110.16,0,103.4,146,19,0,1.13
2023-12-15,S003,P0003,Electronics,East,Winter,0,0,Snowy,164,42,0,72.02,10,63.69,50,114,0,3.28
2023-12-16,S003,P0003,Electronics,East,Winter,1,0,Snowy,122,122,156,103.42,10,92.28,161,-39,1,0.758
2023-12-17,S003,P0003,Electronics,East,Winter,0,0,Cloudy,156,73,127,96.46,0,107.02,118,38,0,1.322
2023-12-18,S003,P0003,Electronics,East,Winter,1,0,Sunny,210,125,143,98.54,10,84.3,144,66,0,1.458
2023-12-19,S003,P0003,Electronics,East,Winter,1,0,Snowy,228,126,0,91.73,10,89.41,119,109,0,1.916
2023-12-20,S003,P0003,Electronics,East,Winter,0,0,Sunny,102,76,125,93.51,5,79.55,108,-6,1,0.944
2023-12-21,S003,P0003,Electronics,East,Winter,0,0,Sunny,151,101,166,93.68,10,104.28,144,7,0,1.049
2023-12-22,S003,P0003,Electronics,East,Winter,0,0,Snowy,216,61,0,78.11,5,91.53,71,145,0,3.042
2023-12-23,S003,P0003,Electronics,East,Winter,0,0,Snowy,155,94,82,91.03,5,88.52,100,55,0,1.55
2023-12-24,S003,P0003,Electronics,East,Winter,0,0,Snowy,143,89,112,84.94,10,102.68,111,32,0,1.288
2023-12-25,S003,P0003,Electronics,East,Winter,0,0,Snowy,166,98,0,81.4,5,87.04,82,84,0,2.024
2023-12-26,S003,P0003,Electronics,East,Winter,0,0,Sunny,68,68,107,103.17,0,96.95,123,-55,1,0.553
2023-12-27,S003,P0003,Electronics,East,Winter,1,1,Cloudy,107,49,78,61.13,25,65.58,68,39,0,1.574
2023-12-28,S003,P0003,Electronics,East,Winter,0,1,Cloudy,136,89,66,83.89,0,90.14,76,60,0,1.789
2023-12-29,S003,P0003,Electronics,East,Winter,0,1,Snowy,113,93,90,85.54,0,91.52,82,31,0,1.378
2023-12-30,S003,P0003,Electronics,East,Winter,0,1,Cloudy,110,47,68,74.79,5,82.95,59,51,0,1.864
2023-12-31,S003,P0003,Electronics,East,Winter,0,1,Sunny,131,72,78,80.88,5,70.49,66,65,0,1.985
2024-01-01,S003,P0003,Electronics,East,Winter,0,1,Cloudy,137,39,59,75.55,5,80.01,62,75,0,2.21
2024-01-02,S003,P0003,Electronics,East,Winter,0,1,Snowy,157,33,0,71.26,0,75.38,34,123,0,4.618
2024-01-03,S003,P0003,Electronics,East,Winter,0,1,Snowy,124,74,66,81.25,5,89.09,82,42,0,1.512
2024-01-04,S003,P0003,Electronics,East,Winter,0,1,Snowy,116,20,0,69.41,5,67.86,28,88,0,4.143
2024-01-05,S003,P0003,Electronics,East,Winter,1,1,Sunny,96,39,58,70.11,10,82.56,56,40,0,1.714
2024-01-06,S003,P0003,Electronics,East,Winter,1,1,Cloudy,115,109,93,84.36,10,76.42,93,22,0,1.237
2024-01-07,S003,P0003,Electronics,East,Winter,0,1,Snowy,99,24,50,67.48,10,62.16,34,65,0,2.912
2024-01-08,S003,P0003,Electronics,East,Winter,1,1,Snowy,125,79,89,80.29,10,70.3,79,46,0,1.582
2024-01-09,S003,P0003,Electronics,East,Winter,0,0,Snowy,135,85,105,84.49,10,72.31,94,41,0,1.436
2024-01-10,S003,P0003,Electronics,East,Winter,1,0,Cloudy,155,149,148,84.42,20,78.42,131,24,0,1.183
2024-01-11,S003,P0003,Electronics,East,Winter,1,0,Sunny,154,91,153,85.72,20,74.36,136,18,0,1.132
2024-01-12,S003,P0003,Electronics,East,Winter,0,0,Sunny,216,100,0,96.35,0,96.15,102,114,0,2.118
2024-01-13,S003,P0003,Electronics,East,Winter,0,0,Cloudy,116,16,0,65.01,10,61.03,25,91,0,4.64
2024-01-14,S003,P0003,Electronics,East,Winter,0,0,Cloudy,100,23,50,64.69,5,76.32,23,77,0,4.348
2024-01-15,S003,P0003,Electronics,East,Winter,0,0,Sunny,127,86,80,83.53,5,82.9,75,52,0,1.693
2024-01-16,S003,P0003,Electronics,East,Winter,1,0,Cloudy,121,95,116,89.29,10,101.41,127,-6,1,0.953
2024-01-17,S003,P0003,Electronics,East,Winter,0,0,Snowy,142,31,0,70.27,10,62.7,44,98,0,3.227
2024-01-18,S003,P0003,Electronics,East,Winter,0,0,Cloudy,111,69,80,77.3,10,75.11,68,43,0,1.632
2024-01-19,S003,P0003,Electronics,East,Winter,1,0,Sunny,122,50,63,74.07,10,87.07,71,51,0,1.718
2024-01-20,S003,P0003,Electronics,East,Winter,0,0,Sunny,135,69,51,79.0,0,93.48,60,75,0,2.25
2024-01-21,S003,P0003,Electronics,East,Winter,0,0,Snowy,117,22,0,63.08,10,68.41,30,87,0,3.9
2024-01-22,S003,P0003,Electronics,East,Winter,1,0,Sunny,95,95,106,82.73,15,72.46,105,-10,1,0.905
2024-01-23,S003,P0003,Electronics,East,Winter,0,0,Cloudy,106,106,124,100.29,10,96.05,150,-44,1,0.707
2024-01-24,S003,P0003,Electronics,East,Winter,1,0,Snowy,124,117,199,87.59,25,74.97,167,-43,1,0.743
2024-01-25,S003,P0003,Electronics,East,Winter,0,0,Sunny,206,112,0,91.1,0,101.61,100,106,0,2.06
2024-01-26,S003,P0003,Electronics,East,Winter,0,0,Snowy,94,94,95,93.99,0,107.71,110,-16,1,0.855
2024-01-27,S003,P0003,Electronics,East,Winter,0,0,Snowy,95,80,101,82.05,5,94.64,84,11,0,1.131
2024-01-28,S003,P0003,Electronics,East,Winter,1,0,Cloudy,116,116,184,88.0,20,101.84,164,-48,1,0.707
2024-01-29,S003,P0003,Electronics,East,Winter,0,0,Snowy,184,89,0,87.23,5,86.9,87,97,0,2.115
2024-01-30,S003,P0003,Electronics,East,Winter,0,0,Sunny,95,91,117,91.96,5,86.36,103,-8,1,0.922
2022-01-01,S003,P0004,Groceries,East,Winter,0,0,Sunny,203,122,518,26.29,5,30.05,158,45,0,1.285
2022-01-02,S003,P0004,Groceries,East,Winter,0,0,Cloudy,81,39,0,19.9,0,22.28,56,25,0,1.446
2022-01-03,S003,P0004,Groceries,East,Winter,0,0,Cloudy,42,42,0,20.88,10,24.94,99,-57,1,0.424
2022-01-04,S003,P0004,Groceries,East,Winter,0,0,Sunny,518,56,0,19.87,5,19.62,55,463,0,5.0
2022-01-05,S003,P0004,Groceries,East,Winter,1,0,Sunny,462,162,398,22.18,20,22.13,140,322,0,3.3
2022-01-06,S003,P0004,Groceries,East,Winter,1,0,Snowy,300,82,0,18.16,25,16.66,96,204,0,3.125
2022-01-07,S003,P0004,Groceries,East,Winter,0,0,Sunny,218,143,0,26.11,0,30.75,137,81,0,1.591
2022-01-08,S003,P0004,Groceries,East,Winter,1,0,Sunny,473,60,0,16.05,25,14.37,61,412,0,5.0
2022-01-09,S003,P0004,Groceries,East,Winter,0,0,Sunny,413,108,0,20.27,10,23.91,90,323,0,4.589
2022-01-10,S003,P0004,Groceries,East,Winter,0,0,Cloudy,305,49,0,19.53,5,20.91,64,241,0,4.766
2022-01-11,S003,P0004,Groceries,East,Winter,0,0,Sunny,256,85,256,21.05,5,25.06,85,171,0,3.012
2022-01-12,S003,P0004,Groceries,East,Winter,0,0,Sunny,171,131,528,28.73,0,24.67,153,18,0,1.118
2022-01-13,S003,P0004,Groceries,East,Winter,1,0,Cloudy,40,40,0,20.22,25,18.4,131,-91,1,0.305
2022-01-14,S003,P0004,Groceries,East,Winter,1,0,Cloudy,256,137,0,20.87,25,20.57,142,114,0,1.803
2022-01-15,S003,P0004,Groceries,East,Winter,1,0,Snowy,647,68,0,21.57,15,20.69,111,536,0,5.0
2022-01-16,S003,P0004,Groceries,East,Winter,1,0,Snowy,579,60,0,18.34,15,16.2,64,515,0,5.0
2022-01-17,S003,P0004,Groceries,East,Winter,1,0,Cloudy,519,208,665,33.19,10,32.41,254,265,0,2.043
2022-01-18,S003,P0004,Groceries,East,Winter,0,0,Snowy,311,62,0,18.74,10,21.79,68,243,0,4.574
2022-01-19,S003,P0004,Groceries,East,Winter,0,0,Snowy,249,125,0,23.04,10,20.68,114,135,0,2.184
2022-01-20,S003,P0004,Groceries,East,Winter,0,0,Cloudy,789,137,0,27.16,5,32.18,170,619,0,4.641
2022-01-21,S003,P0004,Groceries,East,Winter,0,0,Snowy,652,109,0,24.97,0,24.15,106,546,0,5.0
2022-01-22,S003,P0004,Groceries,East,Winter,1,0,Snowy,543,94,0,21.22,10,23.94,104,439,0,5.0
2022-01-23,S003,P0004,Groceries,East,Winter,0,0,Cloudy,449,54,0,17.89,10,20.82,56,393,0,5.0
2022-01-24,S003,P0004,Groceries,East,Winter,1,0,Cloudy,395,128,0,21.7,15,19.13,113,282,0,3.496
2022-01-25,S003,P0004,Groceries,East,Winter,0,0,Cloudy,267,70,371,24.55,0,26.65,117,150,0,2.282
2022-01-26,S003,P0004,Groceries,East,Winter,0,0,Snowy,197,82,0,24.64,10,21.51,136,61,0,1.449
2022-01-27,S003,P0004,Groceries,East,Winter,0,0,Snowy,115,83,0,26.51,0,23.11,125,-10,1,0.92
2022-01-28,S003,P0004,Groceries,East,Winter,0,0,Cloudy,403,99,0,23.48,0,23.14,87,316,0,4.632
2022-01-29,S003,P0004,Groceries,East,Winter,0,0,Cloudy,304,81,260,24.2,0,22.51,96,208,0,3.167
2022-01-30,S003,P0004,Groceries,East,Winter,0,0,Snowy,223,140,531,27.84,5,23.76,160,63,0,1.394
2022-01-31,S003,P0004,Groceries,East,Winter,0,0,Sunny,83,83,0,25.27,10,21.64,145,-62,1,0.572
2022-02-01,S003,P0004,Groceries,East,Winter,0,0,Snowy,260,96,0,25.8,5,27.54,151,109,0,1.722
2022-02-02,S003,P0004,Groceries,East,Winter,1,0,Sunny,695,166,0,26.35,15,24.21,181,514,0,3.84
2022-02-03,S003,P0004,Groceries,East,Winter,1,0,Cloudy,529,106,0,20.02,25,21.34,145,384,0,3.648
2022-02-04,S003,P0004,Groceries,East,Winter,0,0,Sunny,423,112,363,24.47,5,26.87,133,290,0,3.18
2022-02-05,S003,P0004,Groceries,East,Winter,0,0,Sunny,311,109,0,26.62,5,31.3,162,149,0,1.92
2022-02-06,S003,P0004,Groceries,East,Winter,0,0,Cloudy,202,150,0,23.35,10,26.49,135,67,0,1.496
2022-02-07,S003,P0004,Groceries,East,Winter,1,0,Sunny,415,131,535,25.15,10,27.8,161,254,0,2.578
2022-02-08,S003,P0004,Groceries,East,Winter,0,0,Snowy,284,80,0,25.64,0,24.19,114,170,0,2.491
2022-02-09,S003,P0004,Groceries,East,Winter,0,0,Cloudy,204,89,0,21.87,10,23.84,114,90,0,1.789
2022-02-10,S003,P0004,Groceries,East,Winter,0,0,Snowy,650,116,0,23.12,10,19.67,115,535,0,5.0
2022-02-11,S003,P0004,Groceries,East,Winter,1,0,Sunny,534,168,577,22.44,20,24.79,163,371,0,3.276
2022-02-12,S003,P0004,Groceries,East,Winter,0,0,Cloudy,366,60,0,19.13,10,21.19,74,292,0,4.946
2022-02-13,S003,P0004,Groceries,East,Winter,0,0,Cloudy,306,79,0,19.43,10,23.33,78,228,0,3.923
2022-02-14,S003,P0004,Groceries,East,Winter,1,0,Sunny,804,68,0,21.48,10,20.25,92,712,0,5.0
2022-02-15,S003,P0004,Groceries,East,Winter,0,0,Cloudy,736,72,0,20.18,5,22.3,73,663,0,5.0
2022-02-16,S003,P0004,Groceries,East,Winter,0,0,Snowy,664,36,0,19.64,5,17.95,52,612,0,5.0
2022-02-17,S003,P0004,Groceries,East,Winter,0,0,Snowy,628,101,0,20.97,10,23.39,100,528,0,5.0
2022-02-18,S003,P0004,Groceries,East,Winter,0,0,Sunny,527,37,0,18.79,5,20.78,54,473,0,5.0
2022-02-19,S003,P0004,Groceries,East,Winter,0,0,Cloudy,490,92,0,23.4,0,23.13,86,404,0,5.0
2022-02-20,S003,P0004,Groceries,East,Winter,1,0,Snowy,398,48,0,18.16,10,15.85,46,352,0,5.0
2022-02-21,S003,P0004,Groceries,East,Winter,1,0,Sunny,350,61,0,16.72,20,19.85,69,281,0,5.0
2022-02-22,S003,P0004,Groceries,East,Winter,0,0,Sunny,289,61,268,19.55,10,21.58,80,209,0,3.612
2022-02-23,S003,P0004,Groceries,East,Winter,1,0,Snowy,228,65,0,21.5,10,21.22,93,135,0,2.452
2022-02-24,S003,P0004,Groceries,East,Winter,1,0,Snowy,163,48,0,17.36,15,17.03,49,114,0,3.327
2022-02-25,S003,P0004,Groceries,East,Winter,0,0,Cloudy,383,173,435,28.62,0,25.22,151,232,0,2.536
2022-02-26,S003,P0004,Groceries,East,Winter,0,0,Cloudy,210,148,0,22.94,10,27.09,129,81,0,1.628
2022-02-27,S003,P0004,Groceries,East,Winter,1,0,Snowy,62,62,619,29.76,15,28.56,231,-169,1,0.268
2022-02-28,S003,P0004,Groceries,East,Winter,0,0,Cloudy,435,50,0,18.22,10,20.34,60,375,0,5.0
2022-03-01,S003,P0004,Groceries,East,Spring,0,0,Rainy,385,100,0,23.38,0,26.02,101,284,0,3.812
2022-03-02,S003,P0004,Groceries,East,Spring,0,0,Cloudy,904,98,0,23.34,0,27.22,101,803,0,5.0
2022-03-03,S003,P0004,Groceries,East,Spring,0,0,Rainy,806,129,0,27.79,0,31.39,159,647,0,5.0
2022-03-04,S003,P0004,Groceries,East,Spring,0,0,Sunny,677,99,0,24.95,5,27.16,139,538,0,4.871
2022-03-05,S003,P0004,Groceries,East,Spring,1,0,Cloudy,578,236,584,29.25,15,25.09,223,355,0,2.592
2022-03-06,S003,P0004,Groceries,East,Spring,0,0,Cloudy,342,107,0,25.81,5,28.57,151,191,0,2.265
2022-03-07,S003,P0004,Groceries,East,Spring,1,0,Rainy,235,210,0,26.75,10,28.57,184,51,0,1.277
2022-03-08,S003,P0004,Groceries,East,Spring,0,0,Cloudy,609,136,0,24.58,5,22.01,117,492,0,5.0
2022-03-09,S003,P0004,Groceries,East,Spring,0,0,Sunny,473,88,0,26.36,5,25.41,140,333,0,3.379
2022-03-10,S003,P0004,Groceries,East,Spring,0,0,Rainy,385,94,0,22.36,10,19.17,104,281,0,3.702
2022-03-11,S003,P0004,Groceries,East,Spring,1,0,Rainy,291,101,306,20.23,20,21.49,126,165,0,2.31
2022-03-12,S003,P0004,Groceries,East,Spring,1,0,Cloudy,190,190,695,23.9,25,28.86,213,-23,1,0.892
2022-03-13,S003,P0004,Groceries,East,Spring,1,0,Sunny,0,0,0,20.8,20,23.55,136,-136,1,0.0
2022-03-14,S003,P0004,Groceries,East,Spring,0,0,Rainy,306,120,0,23.43,0,24.84,102,204,0,3.0
2022-03-15,S003,P0004,Groceries,East,Spring,0,0,Sunny,881,76,0,21.83,5,20.61,81,800,0,5.0
2022-03-16,S003,P0004,Groceries,East,Spring,1,0,Cloudy,805,205,0,27.88,10,32.24,201,604,0,4.005
2022-03-17,S003,P0004,Groceries,East,Spring,0,0,Sunny,600,129,0,29.02,0,33.52,175,425,0,3.429
2022-03-18,S003,P0004,Groceries,East,Spring,1,0,Rainy,471,88,0,17.62,20,20.83,84,387,0,5.0
2022-03-19,S003,P0004,Groceries,East,Spring,0,0,Cloudy,383,171,522,28.29,10,26.17,186,197,0,2.059
2022-03-20,S003,P0004,Groceries,East,Spring,0,0,Sunny,212,117,0,23.39,5,25.33,118,94,0,1.797
2022-03-21,S003,P0004,Groceries,East,Spring,0,0,Sunny,95,21,0,17.64,0,21.17,26,69,0,3.654
2022-03-22,S003,P0004,Groceries,East,Spring,1,0,Rainy,596,118,0,22.45,20,21.42,144,452,0,4.139
2022-03-23,S003,P0004,Groceries,East,Spring,1,0,Sunny,478,119,0,19.52,25,23.52,136,342,0,3.515
2022-03-24,S003,P0004,Groceries,East,Spring,0,0,Sunny,359,111,313,26.63,0,24.93,127,232,0,2.827
2022-03-25,S003,P0004,Groceries,East,Spring,0,0,Cloudy,248,93,0,26.18,0,25.96,121,127,0,2.05
2022-03-26,S003,P0004,Groceries,East,Spring,0,0,Sunny,155,109,0,25.16,0,21.63,108,47,0,1.435
2022-03-27,S003,P0004,Groceries,East,Spring,1,0,Sunny,359,170,552,25.48,15,22.34,168,191,0,2.137
2022-03-28,S003,P0004,Groceries,East,Spring,0,0,Rainy,189,83,0,21.69,5,20.68,79,110,0,2.392
2022-03-29,S003,P0004,Groceries,East,Spring,0,0,Cloudy,106,106,0,25.17,10,23.54,143,-37,1,0.741
2022-03-30,S003,P0004,Groceries,East,Spring,0,0,Cloudy,552,35,0,18.19,5,16.07,33,519,0,5.0
2022-03-31,S003,P0004,Groceries,East,Spring,0,0,Rainy,517,77,0,21.49,5,24.19,92,425,0,5.0
2022-04-01,S003,P0004,Groceries,East,Spring,1,0,Rainy,440,110,357,22.4,15,25.62,140,300,0,3.143
2022-04-02,S003,P0004,Groceries,East,Spring,0,0,Sunny,330,77,0,21.58,5,24.89,93,237,0,3.548
2022-04-03,S003,P0004,Groceries,East,Spring,0,0,Cloudy,253,62,0,20.58,5,23.43,79,174,0,3.203
2022-04-04,S003,P0004,Groceries,East,Spring,1,0,Rainy,548,87,0,16.79,25,14.29,74,474,0,5.0
2022-04-05,S003,P0004,Groceries,East,Spring,1,0,Cloudy,461,85,0,19.71,15,23.17,99,362,0,4.657
2022-04-06,S003,P0004,Groceries,East,Spring,1,0,Sunny,376,111,499,23.06,20,21.66,154,222,0,2.442
2022-04-07,S003,P0004,Groceries,East,Spring,0,0,Sunny,265,49,0,20.54,0,18.61,51,214,0,5.0
2022-04-08,S003,P0004,Groceries,East,Spring,1,0,Rainy,216,216,0,27.45,15,25.19,197,19,0,1.096
2022-04-09,S003,P0004,Groceries,East,Spring,0,0,Rainy,499,56,0,20.38,10,19.57,77,422,0,5.0
2022-04-10,S003,P0004,Groceries,East,Spring,0,0,Cloudy,443,120,0,22.41,10,24.94,121,322,0,3.661
2022-04-11,S003,P0004,Groceries,East,Spring,1,0,Sunny,323,151,449,20.24,20,23.5,127,196,0,2.543
2022-04-12,S003,P0004,Groceries,East,Spring,0,0,Cloudy,172,105,0,23.56,5,27.68,120,52,0,1.433
2022-04-13,S003,P0004,Groceries,East,Spring,0,0,Cloudy,67,67,0,25.85,5,27.81,152,-85,1,0.441
2022-04-14,S003,P0004,Groceries,East,Spring,0,0,Cloudy,449,61,0,21.35,0,23.38,75,374,0,5.0
2022-04-15,S003,P0004,Groceries,East,Spring,0,0,Sunny,388,28,0,16.98,10,14.49,30,358,0,5.0
2022-04-16,S003,P0004,Groceries,East,Spring,0,0,Cloudy,360,107,322,21.18,10,25.32,103,257,0,3.495
2022-04-17,S003,P0004,Groceries,East,Spring,1,0,Sunny,253,37,0,17.67,15,15.93,54,199,0,4.685
2022-04-18,S003,P0004,Groceries,East,Spring,1,0,Cloudy,216,132,585,24.35,20,23.94,174,42,0,1.241
2022-04-19,S003,P0004,Groceries,East,Spring,0,0,Rainy,406,115,0,22.89,10,25.03,128,278,0,3.172
2022-04-20,S003,P0004,Groceries,East,Spring,0,0,Sunny,291,64,0,20.64,5,24.58,80,211,0,3.638
2022-04-21,S003,P0004,Groceries,East,Spring,1,0,Rainy,812,103,0,18.67,25,16.03,105,707,0,5.0
2022-04-22,S003,P0004,Groceries,East,Spring,0,0,Rainy,709,85,0,25.68,5,25.2,132,577,0,5.0
2022-04-23,S003,P0004,Groceries,East,Spring,0,1,Sunny,624,91,0,21.59,10,19.7,94,530,0,5.0
2022-04-24,S003,P0004,Groceries,East,Spring,0,1,Sunny,533,90,0,23.46,0,26.27,102,431,0,5.0
2022-04-25,S003,P0004,Groceries,East,Spring,0,1,Sunny,443,107,0,21.99,10,25.87,115,328,0,3.852
2022-04-26,S003,P0004,Groceries,East,Spring,0,1,Rainy,336,132,394,21.84,10,25.3,113,223,0,2.973
2022-04-27,S003,P0004,Groceries,East,Spring,0,1,Cloudy,204,79,0,22.0,5,24.49,99,105,0,2.061
2022-04-28,S003,P0004,Groceries,East,Spring,1,1,Rainy,125,66,0,16.2,25,15.8,64,61,0,1.953
2022-04-29,S003,P0004,Groceries,East,Spring,0,1,Sunny,453,64,0,20.48,0,23.12,63,390,0,5.0
2022-04-30,S003,P0004,Groceries,East,Spring,0,1,Rainy,389,55,0,20.91,0,22.71,69,320,0,5.0
2022-05-01,S003,P0004,Groceries,East,Spring,0,1,Rainy,334,59,0,21.42,0,25.22,76,258,0,4.395
2022-05-02,S003,P0004,Groceries,East,Spring,0,1,Sunny,275,106,274,21.28,5,25.7,89,186,0,3.09
2022-05-03,S003,P0004,Groceries,East,Spring,0,1,Cloudy,169,64,0,21.75,10,19.74,96,73,0,1.76
2022-05-04,S003,P0004,Groceries,East,Spring,1,1,Cloudy,105,105,533,20.65,25,22.55,156,-51,1,0.673
2022-05-05,S003,P0004,Groceries,East,Spring,1,1,Rainy,274,69,0,21.28,10,20.68,89,185,0,3.079
2022-05-06,S003,P0004,Groceries,East,Spring,1,1,Sunny,205,110,0,23.03,10,22.75,114,91,0,1.798
2022-05-07,S003,P0004,Groceries,East,Spring,1,1,Sunny,628,46,0,15.12,25,14.69,46,582,0,5.0
2022-05-08,S003,P0004,Groceries,East,Spring,0,1,Sunny,582,70,0,18.95,10,20.82,71,511,0,5.0
2022-05-09,S003,P0004,Groceries,East,Spring,0,1,Cloudy,512,54,0,20.52,0,24.38,64,448,0,5.0
2022-05-10,S003,P0004,Groceries,East,Spring,0,1,Sunny,458,90,0,22.69,0,19.81,78,380,0,5.0
2022-05-11,S003,P0004,Groceries,East,Spring,0,1,Cloudy,368,109,0,23.6,0,27.54,104,264,0,3.538
2022-05-12,S003,P0004,Groceries,East,Spring,1,1,Cloudy,259,67,296,19.29,20,18.55,95,164,0,2.726
2022-05-13,S003,P0004,Groceries,East,Spring,1,1,Rainy,192,68,0,16.09,25,18.24,76,116,0,2.526
2022-05-14,S003,P0004,Groceries,East,Spring,1,1,Rainy,124,60,0,16.9,25,15.13,76,48,0,1.632
2022-05-15,S003,P0004,Groceries,East,Spring,1,1,Sunny,360,110,338,19.01,20,21.98,106,254,0,3.396
2022-05-16,S003,P0004,Groceries,East,Spring,1,1,Cloudy,250,140,0,20.66,25,20.14,138,112,0,1.812
2022-05-17,S003,P0004,Groceries,East,Spring,0,1,Rainy,110,71,0,19.25,10,20.4,75,35,0,1.467
2022-05-18,S003,P0004,Groceries,East,Spring,0,1,Cloudy,377,56,0,17.61,10,19.0,51,326,0,5.0
2022-05-19,S003,P0004,Groceries,East,Spring,0,1,Rainy,321,47,0,21.05,5,20.77,71,250,0,4.521
2022-05-20,S003,P0004,Groceries,East,Spring,0,1,Sunny,274,75,0,21.31,5,20.25,74,200,0,3.703
2022-05-21,S003,P0004,Groceries,East,Spring,0,1,Cloudy,199,100,382,22.78,10,22.24,110,89,0,1.809
2022-05-22,S003,P0004,Groceries,East,Spring,0,1,Sunny,99,79,0,19.79,10,22.62,83,16,0,1.193
2022-05-23,S003,P0004,Groceries,East,Spring,0,1,Cloudy,20,20,477,26.54,5,22.92,143,-123,1,0.14
2022-05-24,S003,P0004,Groceries,East,Spring,0,1,Cloudy,382,58,0,19.43,10,21.9,78,304,0,4.897
2022-05-25,S003,P0004,Groceries,East,Spring,1,1,Cloudy,324,132,0,23.2,10,19.87,116,208,0,2.793
2022-05-26,S003,P0004,Groceries,East,Spring,0,0,Sunny,669,63,0,19.23,10,16.66,61,608,0,5.0
2022-05-27,S003,P0004,Groceries,East,Spring,0,0,Cloudy,606,118,0,23.48,5,20.27,103,503,0,5.0
2022-05-28,S003,P0004,Groceries,East,Spring,0,0,Sunny,488,195,612,27.59,5,32.85,176,312,0,2.773
2022-05-29,S003,P0004,Groceries,East,Spring,0,0,Sunny,293,127,0,26.62,5,24.05,144,149,0,2.035
2022-05-30,S003,P0004,Groceries,East,Spring,0,0,Cloudy,166,47,0,20.31,0,22.99,61,105,0,2.721
2022-05-31,S003,P0004,Groceries,East,Spring,0,0,Cloudy,731,81,0,26.6,0,24.19,126,605,0,5.0
2022-06-01,S003,P0004,Groceries,East,Summer,1,0,Rainy,650,117,0,21.55,15,23.52,127,523,0,5.0
2022-06-02,S003,P0004,Groceries,East,Summer,1,0,Rainy,533,91,0,20.9,10,19.52,84,449,0,5.0
2022-06-03,S003,P0004,Groceries,East,Summer,0,0,Sunny,442,76,0,23.53,0,25.22,103,339,0,4.291
2022-06-04,S003,P0004,Groceries,East,Summer,0,0,Rainy,366,97,367,22.43,10,25.06,122,244,0,3.0
2022-06-05,S003,P0004,Groceries,East,Summer,0,0,Cloudy,269,108,0,25.92,5,29.3,153,116,0,1.758
2022-06-06,S003,P0004,Groceries,East,Summer,0,0,Cloudy,161,161,814,31.95,5,35.61,236,-75,1,0.682
2022-06-07,S003,P0004,Groceries,East,Summer,0,0,Rainy,367,74,0,23.5,0,27.27,103,264,0,3.563
2022-06-08,S003,P0004,Groceries,East,Summer,1,0,Rainy,293,214,0,24.72,20,27.67,200,93,0,1.465
2022-06-09,S003,P0004,Groceries,East,Summer,1,0,Cloudy,893,83,0,19.75,20,21.76,118,775,0,5.0
2022-06-10,S003,P0004,Groceries,East,Summer,1,0,Rainy,810,101,0,23.18,20,22.18,156,654,0,5.0
2022-06-11,S003,P0004,Groceries,East,Summer,1,0,Sunny,709,185,0,22.88,25,20.95,175,534,0,4.051
2022-06-12,S003,P0004,Groceries,East,Summer,0,0,Sunny,524,127,533,27.72,0,31.84,158,366,0,3.316
2022-06-13,S003,P0004,Groceries,East,Summer,0,0,Sunny,397,154,0,27.77,10,26.87,179,218,0,2.218
2022-06-14,S003,P0004,Groceries,East,Summer,0,0,Sunny,243,142,0,28.36,0,30.09,167,76,0,1.455
2022-06-15,S003,P0004,Groceries,East,Summer,1,0,Rainy,634,163,0,24.78,15,21.16,158,476,0,4.013
2022-06-16,S003,P0004,Groceries,East,Summer,0,0,Cloudy,471,118,0,23.46,0,28.26,103,368,0,4.573
2022-06-17,S003,P0004,Groceries,East,Summer,0,0,Rainy,353,250,553,30.57,5,33.93,217,136,0,1.627
2022-06-18,S003,P0004,Groceries,East,Summer,1,0,Cloudy,103,103,0,26.71,10,30.8,184,-81,1,0.56
2022-06-19,S003,P0004,Groceries,East,Summer,0,0,Cloudy,0,0,511,29.48,0,32.81,181,-181,1,0.0
2022-06-20,S003,P0004,Groceries,East,Summer,1,0,Cloudy,553,202,0,26.1,25,29.7,251,302,0,2.203
2022-06-21,S003,P0004,Groceries,East,Summer,0,0,Cloudy,351,133,0,26.38,10,22.88,160,191,0,2.194
2022-06-22,S003,P0004,Groceries,East,Summer,0,0,Cloudy,729,204,0,27.71,10,25.34,178,551,0,4.096
2022-06-23,S003,P0004,Groceries,East,Summer,0,0,Rainy,525,55,0,19.7,10,19.57,68,457,0,5.0
2022-06-24,S003,P0004,Groceries,East,Summer,0,0,Sunny,470,194,767,30.15,10,33.44,234,236,0,2.009
2022-06-25,S003,P0004,Groceries,East,Summer,0,0,Rainy,276,113,0,24.28,10,21.1,131,145,0,2.107
2022-06-26,S003,P0004,Groceries,East,Summer,0,0,Cloudy,163,141,0,25.79,10,30.38,171,-8,1,0.953
2022-06-27,S003,P0004,Groceries,East,Summer,1,0,Sunny,789,279,657,26.97,25,28.86,266,523,0,2.966
2022-06-28,S003,P0004,Groceries,East,Summer,0,0,Cloudy,510,105,0,22.74,5,25.72,109,401,0,4.679
2022-06-29,S003,P0004,Groceries,East,Summer,0,1,Rainy,405,64,0,19.15,10,22.2,74,331,0,5.0
